incident_name,incident_date_created,incident_county,incident_type,incident_dateonly_created
Saddle Ridge Fire,2019-10-10T21:02:00Z,Los Angeles,Wildfire,10/10/2019
Bitter Fire,2019-10-11T12:30:19Z,San Luis Obispo,Wildfire,10/11/2019
Caples Fire,2019-10-11T12:47:59Z,El Dorado,Wildfire,10/11/2019
Olivas Fire,2019-10-11T15:57:10Z,Ventura,Wildfire,10/11/2019
Horse Fire,2019-10-13T14:45:37Z,Lassen,Wildfire,10/13/2019
Johnson Fire ,2019-10-14T15:32:20Z,Riverside,Wildfire,10/14/2019
Nustar Fire,2019-10-15T16:17:18Z,Contra Costa,Wildfire,10/15/2019
Fairmont Fire,2019-10-15T17:41:57Z,San Diego,Wildfire,10/15/2019
Real Fire,2019-10-17T16:31:00Z,Santa Barbara,Wildfire,10/17/2019
Grove Fire,2019-10-17T20:06:00Z,Lake,Wildfire,10/17/2019
Mud Fire ,2019-10-18T12:17:32Z,Fresno,Wildfire,10/18/2019
Beaumont Fire,2019-10-21T08:16:33Z,San Bernardino,Wildfire,10/21/2019
Palisades Fire,2019-10-21T11:52:52Z,Los Angeles,Wildfire,10/21/2019
Oak Fire,2019-10-22T19:20:44Z,San Diego,Wildfire,10/22/2019
Kincade Fire,2019-10-23T21:27:00Z,Sonoma,Wildfire,10/23/2019
Old Water Fire,2019-10-24T04:53:17Z,San Bernardino,Wildfire,10/24/2019
Muir Fire,2019-10-24T12:15:33Z,Marin,Wildfire,10/24/2019
Nelson Fire ,2019-10-24T14:43:10Z,Butte,Wildfire,10/24/2019
Tick Fire,2019-10-24T14:51:46Z,Los Angeles,Wildfire,10/24/2019
Cabrillo Fire,2019-10-24T20:15:36Z,San Mateo,Wildfire,10/24/2019
Mines Fire,2019-10-24T23:16:18Z,Alameda,Wildfire,10/24/2019
Sawday Fire ,2019-10-25T10:52:04Z,San Diego,Wildfire,10/25/2019
Miller Fire,2019-10-25T15:05:52Z,San Diego,Wildfire,10/25/2019
Rawson Fire,2019-10-27T02:47:20Z,Tehama,Wildfire,10/27/2019
Cypress Complex,2019-10-27T08:50:23Z,Contra Costa,Wildfire,10/27/2019
Sky Fire ,2019-10-27T11:29:03Z,Contra Costa,Wildfire,10/27/2019
Glencove Fire ,2019-10-27T11:52:15Z,Solano,Wildfire,10/27/2019
Burris Fire,2019-10-27T14:54:40Z,Mendocino,Wildfire,10/27/2019
Forest Fire,2019-10-27T17:36:15Z,Contra Costa,Wildfire,10/27/2019
Getty Fire ,2019-10-28T06:46:55Z,Los Angeles,Wildfire,10/28/2019
Easy Fire,2019-10-30T07:45:14Z,Ventura,Wildfire,10/30/2019
Hill Fire ,2019-10-30T11:19:00Z,Riverside,Wildfire,10/30/2019
46 Fire,2019-10-31T06:22:34Z,Riverside,Wildfire,10/31/2019
Copper Fire,2019-10-31T06:39:56Z,San Diego,Wildfire,10/31/2019
Hillside Fire,2019-10-31T06:53:47Z,San Bernardino,Wildfire,10/31/2019
Maria Fire ,2019-10-31T20:58:28Z,Ventura,Wildfire,10/31/2019
Sobrante Fire ,2019-11-01T13:04:34Z,Riverside,Wildfire,11/1/2019
Ranch Fire,2019-11-03T14:16:17Z,Tehama,Wildfire,11/3/2019
Eagle Fire,2019-11-05T06:52:14Z,Lake,Wildfire,11/5/2019
Foothills Fire,2019-11-25T12:39:44Z,Placer,Wildfire,11/25/2019
Cashe Fire ,2019-11-25T12:02:02Z,Yolo,Wildfire,11/25/2019
Cave Fire (No Longer a CAL FIRE Incident),2019-11-25T19:59:12Z,Santa Barbara,Wildfire,11/25/2019
Bear Fire ,2020-02-15T17:48:27Z,Humboldt,Wildfire,2/15/2020
Antelope Fire,2020-02-17T15:04:08Z,Sierra,Wildfire,2/17/2020
Beegum Fire,2020-02-23T08:35:30Z,Tehama,Wildfire,2/23/2020
Wood Fire,2020-02-23T17:50:20Z,Lassen,Wildfire,2/23/2020
Baseball Fire,2020-02-25T14:17:21Z,"Glenn, Mendocino",Wildfire,2/25/2020
Grizzly Fire,2020-03-02T14:08:05Z,Glenn,Wildfire,3/2/2020
Mann Fire,2020-03-03T11:13:50Z,Riverside,Wildfire,3/3/2020
Baker Fire,2020-03-03T15:20:43Z,Yuba,Wildfire,3/3/2020
South Main Fire,2020-03-06T12:44:00Z,Riverside,Wildfire,3/6/2020
Carter Fire ,2020-04-04T20:22:08Z,Imperial,Wildfire,4/4/2020
Red Fire ,2020-04-23T20:52:04Z,Tehama,Wildfire,4/23/2020
Bar Fire,2020-04-25T14:59:00Z,Trinity,Wildfire,4/25/2020
Byron Fire,2020-04-27T14:59:04Z,Contra Costa,Wildfire,4/27/2020
Interstate 5 Fire,2020-05-03T15:52:04Z,Kings,Wildfire,5/3/2020
Hollister Fire,2020-05-07T08:10:19Z,Santa Barbara,Wildfire,5/7/2020
Candy Fire,2020-05-08T14:46:20Z,Butte,Wildfire,5/8/2020
Gilman Fire,2020-05-18T13:38:14Z,Riverside,Wildfire,5/18/2020
Acres Fire,2020-05-21T11:30:00Z,Madera,Wildfire,5/21/2020
Spanish Fire ,2020-05-22T15:27:09Z,Napa,Wildfire,5/22/2020
Range Fire,2020-05-27T19:33:55Z,San Luis Obispo,Wildfire,5/27/2020
Harley Fire,2020-05-28T17:08:59Z,Riverside,Wildfire,5/28/2020
Creek Fire,2020-05-30T17:48:59Z,Contra Costa,Wildfire,5/30/2020
Scorpion Fire,2020-05-31T18:09:09Z,Santa Barbara,Wildfire,5/31/2020
Acres Fire,2020-06-01T15:29:05Z,Madera,Wildfire,6/1/2020
Amoruso Fire,2020-06-01T15:52:43Z,Placer,Wildfire,6/1/2020
Nash Fire,2020-06-01T17:41:59Z,Mendocino,Wildfire,6/1/2020
Horn Fire ,2020-06-02T17:01:52Z,Lassen,Wildfire,6/2/2020
Smoketree Fire,2020-06-02T19:38:16Z,Riverside,Wildfire,6/2/2020
Wildlife Fire,2020-06-03T18:26:25Z,Solano,Wildfire,6/3/2020
Silver Fire,2020-06-04T07:38:05Z,Santa Clara,Wildfire,6/4/2020
Brock Fire,2020-06-04T16:36:17Z,Shasta,Wildfire,6/4/2020
Colleen Fire,2020-06-04T19:36:47Z,Santa Clara,Wildfire,6/4/2020
Karchner Fire,2020-06-05T09:04:00Z,Placer,Wildfire,6/5/2020
Lakeville Fire,2020-06-05T16:56:55Z,Sonoma,Wildfire,6/5/2020
McGary Fire ,2020-06-05T17:09:00Z,Solano,Wildfire,6/5/2020
Gulch Fire,2020-06-06T16:19:20Z,Sonoma,Wildfire,6/6/2020
Quail Fire,2020-06-06T16:36:26Z,Solano,Wildfire,6/6/2020
Willow Fire ,2020-06-06T18:00:51Z,Contra Costa,Wildfire,6/6/2020
Bitterwater Fire,2020-06-07T14:43:51Z,Monterey,Wildfire,6/7/2020
Hunters Fire,2020-06-07T19:15:00Z,Mariposa,Wildfire,6/7/2020
Sperry Fire,2020-06-08T13:55:53Z,Stanislaus,Wildfire,6/8/2020
Grand Fire,2020-06-08T15:45:17Z,Riverside,Wildfire,6/8/2020
Bradley Fire ,2020-06-08T16:16:07Z,Monterey,Wildfire,6/8/2020
Sierra Fire,2020-06-08T17:46:04Z,Riverside,Wildfire,6/8/2020
Oak Fire,2020-06-08T20:50:06Z,Riverside,Wildfire,6/8/2020
Cronan Fire ,2020-06-09T14:35:25Z,El Dorado,Wildfire,6/9/2020
Vineyard Fire ,2020-06-09T15:22:55Z,Mendocino,Wildfire,6/9/2020
India Fire,2020-06-09T21:51:40Z,San Diego,Wildfire,6/9/2020
Elizabeth Fire,2020-06-10T13:11:26Z,Ventura,Wildfire,6/10/2020
Soda Fire,2020-06-10T14:52:42Z,San Luis Obispo,Wildfire,6/10/2020
Lime Fire,2020-06-10T18:30:38Z,Ventura,Wildfire,6/10/2020
Skyline Fire,2020-06-11T13:08:40Z,San Diego,Wildfire,6/11/2020
Border 7 Fire,2020-06-11T16:57:46Z,San Diego,Wildfire,6/11/2020
Watt Fire,2020-06-11T18:25:12Z,Placer,Wildfire,6/11/2020
Grant Fire,2020-06-12T12:41:17Z,Sacramento,Wildfire,6/12/2020
Hog Fire,2020-06-12T17:35:38Z,Fresno,Wildfire,6/12/2020
Cornetts Fire,2020-06-13T14:27:51Z,Mariposa,Wildfire,6/13/2020
Dawson Fire ,2020-06-13T18:32:06Z,Riverside,Wildfire,6/13/2020
Hopland Fire,2020-06-13T18:52:54Z,Mendocino,Wildfire,6/13/2020
Drum Fire,2020-06-14T15:03:45Z,Santa Barbara,Wildfire,6/14/2020
Avila Fire,2020-06-15T16:44:39Z,San Luis Obispo,Wildfire,6/15/2020
Bitter Fire ,2020-06-16T14:11:55Z,San Benito,Wildfire,6/16/2020
Riata Fire ,2020-06-16T14:44:53Z,San Luis Obispo,Wildfire,6/16/2020
Walker Fire,2020-06-16T16:58:00Z,Calaveras,Wildfire,6/16/2020
Nelson Fire ,2020-06-17T12:54:12Z,Butte,Wildfire,6/17/2020
Liberty Fire,2020-06-17T15:49:46Z,San Joaquin,Wildfire,6/17/2020
Gyle Fire,2020-06-17T16:39:25Z,Tehama,Wildfire,6/17/2020
Ridge Fire,2020-06-17T16:54:46Z,Monterey,Wildfire,6/17/2020
Baker Fire,2020-06-17T20:22:58Z,Kern,Wildfire,6/17/2020
Nelson Fire,2020-06-18T16:56:59Z,Placer,Wildfire,6/18/2020
Fork Fire,2020-06-18T20:28:41Z,Tulare,Wildfire,6/18/2020
Teddy Fire,2020-06-18T22:33:51Z,Butte,Wildfire,6/18/2020
Springs Fire,2020-06-19T15:19:44Z,Tulare,Wildfire,6/19/2020
Honcut Fire,2020-06-20T14:24:00Z,Butte,Wildfire,6/20/2020
East Fire,2020-06-20T17:23:41Z,Modoc,Wildfire,6/20/2020
Quarter Fire,2020-06-21T11:33:36Z,Tuolumne,Wildfire,6/21/2020
Hunter Fire,2020-06-21T16:29:28Z,Monterey,Wildfire,6/21/2020
Stage Fire,2020-06-21T21:50:06Z,Monterey,Wildfire,6/21/2020
Grade Fire ,2020-06-22T08:16:27Z,Tulare,Wildfire,6/22/2020
Rico Fire ,2020-06-22T15:55:55Z,Monterey,Wildfire,6/22/2020
River Fire,2020-06-22T13:55:00Z,San Luis Obispo,Wildfire,6/22/2020
Sycamore Fire,2020-06-23T08:23:48Z,Fresno,Wildfire,6/23/2020
R-2 Fire,2020-06-23T21:12:11Z,Lassen,Wildfire,6/23/2020
R-3 Fire,2020-06-24T07:49:19Z,Lassen,Wildfire,6/24/2020
58 Fire,2020-06-24T17:49:08Z,Riverside,Wildfire,6/24/2020
Diablo Fire,2020-06-25T06:47:01Z,Stanislaus,Wildfire,6/25/2020
Bend Fire,2020-06-25T17:28:46Z,San Luis Obispo,Wildfire,6/25/2020
Aurora Fire,2020-06-26T15:13:24Z,Mono,Wildfire,6/26/2020
Indian Fire,2020-06-26T17:07:51Z,Riverside,Wildfire,6/26/2020
Poeville Fire,2020-06-27T19:08:50Z,State of Nevada,Wildfire,6/27/2020
Pass Fire,2020-06-28T13:28:53Z,Merced,Wildfire,6/28/2020
Gage Fire,2020-06-28T15:58:46Z,San Luis Obispo,Wildfire,6/28/2020
Muck Fire ,2020-06-29T12:35:41Z,Lassen,Wildfire,6/29/2020
Avacado Fire,2020-06-30T15:43:01Z,Butte,Wildfire,6/30/2020
Flat Fire,2020-06-30T17:40:16Z,Trinity,Wildfire,6/30/2020
Bena Fire,2020-07-01T16:32:50Z,Kern,Wildfire,7/1/2020
Rowher Fire,2020-07-01T16:43:16Z,Los Angeles,Wildfire,7/1/2020
Bonadelle Fire,2020-07-02T15:27:03Z,Madera,Wildfire,7/2/2020
Soda Fire ,2020-07-03T14:00:40Z,San Luis Obispo,Wildfire,7/3/2020
Mount R Fire,2020-07-03T16:29:04Z,San Bernardino,Wildfire,7/3/2020
Sheridan Fire,2020-07-04T15:04:41Z,Alameda,Wildfire,7/4/2020
Lake Fire,2020-07-05T07:09:01Z,San Luis Obispo,Wildfire,7/5/2020
Park Fire,2020-07-05T07:13:22Z,Santa Clara,Wildfire,7/5/2020
Cotton Fire,2020-07-05T07:30:23Z,Merced,Wildfire,7/5/2020
Kings Fire,2020-07-05T14:39:40Z,Fresno,Wildfire,7/5/2020
Crews Fire,2020-07-05T14:55:49Z,Santa Clara,Wildfire,7/5/2020
Soledad Fire,2020-07-05T17:18:35Z,Los Angeles,Wildfire,7/5/2020
California Fire,2020-07-06T15:32:26Z,Contra Costa,Wildfire,7/6/2020
Patterson Fire,2020-07-06T16:04:20Z,San Joaquin,Wildfire,7/6/2020
Mountain Meadow Fire ,2020-07-06T18:22:56Z,Solano,Wildfire,7/6/2020
Brandon Fire,2020-07-07T16:06:21Z,El Dorado,Wildfire,7/7/2020
Nail Fire,2020-07-07T17:32:13Z,Colusa,Wildfire,7/7/2020
Tripp Fire ,2020-07-09T14:27:09Z,Riverside,Wildfire,7/9/2020
Alum Fire,2020-07-11T10:50:33Z,Santa Clara,Wildfire,7/11/2020
Power Fire,2020-07-11T17:57:49Z,Madera,Wildfire,7/11/2020
Elliot Fire,2020-07-13T12:55:16Z,Riverside,Wildfire,7/13/2020
Robinson Fire,2020-07-13T15:06:35Z,Butte,Wildfire,7/13/2020
Casino Fire,2020-07-13T15:08:00Z,Riverside,Wildfire,7/13/2020
Mineral Fire,2020-07-13T16:40:36Z,Fresno,Wildfire,7/13/2020
Coyote Fire,2020-07-15T14:04:08Z,San Benito,Wildfire,7/15/2020
Ben Fire,2020-07-15T16:44:16Z,Mariposa,Wildfire,7/15/2020
Valley Fire ,2020-07-15T17:18:23Z,Yuba,Wildfire,7/15/2020
Hollow Fire,2020-07-16T18:14:18Z,Alameda,Wildfire,7/16/2020
Pitzer Fire,2020-07-17T14:59:54Z,San Bernardino,Wildfire,7/17/2020
Badger Fire,2020-07-18T17:18:20Z,Siskiyou,Wildfire,7/18/2020
Hog Fire,2020-07-18T17:28:18Z,Lassen,Wildfire,7/18/2020
Platina Fire,2020-07-19T17:05:41Z,Shasta,Wildfire,7/19/2020
Gold Fire,2020-07-20T14:12:25Z,Lassen,Wildfire,7/20/2020
Milepost 21 Fire,2020-07-20T15:44:53Z,Humboldt,Wildfire,7/20/2020
Feather Fire,2020-07-20T16:09:57Z,Butte,Wildfire,7/20/2020
Holland Fire ,2020-07-20T18:04:37Z,Contra Costa,Wildfire,7/20/2020
Easton Fire,2020-07-20T19:10:36Z,San Bernardino,Wildfire,7/20/2020
Rabbit Fire ,2020-07-20T19:15:32Z,Madera,Wildfire,7/20/2020
Iris Fire,2020-07-21T19:26:58Z,Mono,Wildfire,7/21/2020
July Complex,2020-07-24T07:33:21Z,"Siskiyou, Modoc",Wildfire,7/24/2020
Jack Fire,2020-07-24T17:32:36Z,Riverside,Wildfire,7/24/2020
Hill Fire,2020-07-24T17:47:17Z,Colusa,Wildfire,7/24/2020
Karen Fire,2020-07-25T18:16:54Z,Riverside,Wildfire,7/25/2020
Ione Fire ,2020-07-26T12:57:35Z,Sacramento,Wildfire,7/26/2020
Cottonwood Fire,2020-07-27T09:28:40Z,Merced,Wildfire,7/27/2020
Adams Fire,2020-07-27T09:35:49Z,Lassen,Wildfire,7/27/2020
Ridge Fire,2020-07-27T17:19:21Z,Los Angeles,Wildfire,7/27/2020
Lincoln Fire,2020-07-27T18:50:25Z,Humboldt,Wildfire,7/27/2020
Border 11 Fire,2020-07-28T07:49:02Z,San Diego,Wildfire,7/28/2020
Branch Fire,2020-07-28T14:59:38Z,San Luis Obispo,Wildfire,7/28/2020
Brook Fire,2020-07-29T17:24:17Z,San Bernardino,Wildfire,7/29/2020
Clay Fire,2020-07-29T18:05:20Z,Sacramento,Wildfire,7/29/2020
Rabbit Fire,2020-07-30T14:40:11Z,Riverside,Wildfire,7/30/2020
Dam Fire,2020-07-30T15:23:01Z,Los Angeles,Wildfire,7/30/2020
Sheep Fire,2020-07-30T16:14:47Z,Kern,Wildfire,7/30/2020
Apple Fire,2020-07-31T18:08:39Z,Riverside,Wildfire,7/31/2020
Cowhead Fire,2020-07-31T20:06:14Z,Modoc,Wildfire,7/31/2020
Stump Fire,2020-08-01T16:39:21Z,Tehama,Wildfire,8/1/2020
Castaic Fire,2020-08-01T18:04:58Z,Los Angeles,Wildfire,8/1/2020
Pond Fire,2020-08-01T18:44:52Z,San Luis Obispo,Wildfire,8/1/2020
Sophia Fire,2020-08-02T09:12:41Z,El Dorado,Wildfire,8/2/2020
Water Fire,2020-08-02T15:11:20Z,Riverside,Wildfire,8/2/2020
North Fire,2020-08-02T16:51:26Z,Lassen,Wildfire,8/2/2020
Sites Fire ,2020-08-02T17:13:36Z,Colusa,Wildfire,8/2/2020
Post Fire,2020-08-02T20:49:07Z,Los Angeles,Wildfire,8/2/2020
Beale Fire,2020-08-02T22:24:59Z,Yuba,Wildfire,8/2/2020
Elsmere Fire,2020-08-03T15:45:29Z,Los Angeles,Wildfire,8/3/2020
Stagecoach Fire,2020-08-03T17:33:03Z,Kern,Wildfire,8/3/2020
166 Fire,2020-08-03T20:27:11Z,San Luis Obispo,Wildfire,8/3/2020
Trimmer Fire,2020-08-04T09:44:14Z,Fresno,Wildfire,8/4/2020
Pass Fire,2020-08-04T17:18:17Z,San Luis Obispo,Wildfire,8/4/2020
Fort Fire,2020-08-06T08:24:00Z,Kern,Wildfire,8/6/2020
Texas Fire,2020-08-06T15:37:43Z,Los Angeles,Wildfire,8/6/2020
Mina Fire,2020-08-10T18:31:57Z,Mendocino,Wildfire,8/10/2020
Duluth Fire,2020-08-10T18:58:13Z,Placer,Wildfire,8/10/2020
R-1 Fire,2020-08-11T07:37:23Z,Lassen,Wildfire,8/11/2020
Soda Fire,2020-08-12T11:43:49Z,Kern,Wildfire,8/12/2020
Lake Fire,2020-08-12T17:13:02Z,Los Angeles,Wildfire,8/12/2020
Carrizo Fire,2020-08-12T19:12:15Z,San Luis Obispo,Wildfire,8/12/2020
Meiss Fire,2020-08-13T17:01:18Z,Sacramento,Wildfire,8/13/2020
Ranch 2 Fire,2020-08-13T14:49:55Z,Los Angeles,Wildfire,8/13/2020
Feather Fire,2020-08-13T19:03:25Z,Sierra,Wildfire,8/13/2020
Clark Fire,2020-08-14T17:55:25Z,Butte,Wildfire,8/14/2020
Loyalton Fire,2020-08-14T18:52:58Z,Sierra,Wildfire,8/14/2020
Whale Fire,2020-08-15T13:21:11Z,San Luis Obispo,Wildfire,8/15/2020
Hills Fire,2020-08-15T17:00:46Z,Fresno,Wildfire,8/15/2020
3-2 Fire,2020-08-16T07:56:39Z,San Luis Obispo,Wildfire,8/16/2020
Elk Fire,2020-08-16T10:14:46Z,Glenn,Wildfire,8/16/2020
River Fire,2020-08-16T14:56:54Z,Monterey,Wildfire,8/16/2020
August Complex (includes Doe Fire),2020-08-16T20:37:26Z,"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa",Wildfire,8/16/2020
CZU Lightning Complex (Including Warnella Fire) ,2020-08-16T06:41:00Z,"Santa Cruz, San Mateo",Wildfire,8/16/2020
Jones Fire,2020-08-17T06:50:32Z,Nevada,Wildfire,8/17/2020
Beach Fire ,2020-08-17T12:31:38Z,Mono,Wildfire,8/17/2020
4-8 Fire,2020-08-17T14:16:58Z,Glenn,Wildfire,8/17/2020
Holser Fire,2020-08-17T17:08:40Z,Ventura,Wildfire,8/17/2020
Murphy Fire,2020-08-17T20:06:44Z,El Dorado,Wildfire,8/17/2020
"LNU Lightning Complex (includes Hennessey, Gamble, 15-10, Spanish, Markley, 13-4, 11-16, Walbridge)",2020-08-17T06:40:00Z,"Napa, Sonoma, Lake, Yolo, Solano",Wildfire,8/17/2020
SCU Lightning Complex,2020-08-18T09:25:25Z,"Santa Clara, Alameda, Contra Costa, San Joaquin, Stanislaus",Wildfire,8/18/2020
Bell Fire,2020-08-18T10:21:52Z,Tuolumne,Wildfire,8/18/2020
Carmel Fire,2020-08-18T14:24:01Z,Monterey,Wildfire,8/18/2020
3-19 Fire,2020-08-18T15:27:56Z,Mendocino,Wildfire,8/18/2020
Salt Fire,2020-08-18T16:33:32Z,Calaveras,Wildfire,8/18/2020
Creek Fire,2020-08-18T17:58:52Z,Mendocino,Wildfire,8/18/2020
Woodward Fire,2020-08-18T14:27:00Z,Marin,Wildfire,8/18/2020
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,2020-08-19T09:12:42Z,"Tehama, Glenn",Wildfire,8/19/2020
Flint Fire,2020-08-19T16:44:58Z,Calaveras,Wildfire,8/19/2020
Moc Fire,2020-08-20T14:26:08Z,Tuolumne,Wildfire,8/20/2020
Volcano Fire,2020-08-20T16:18:49Z,San Diego,Wildfire,8/20/2020
Coyote Fire,2020-08-21T14:36:08Z,Santa Clara,Wildfire,8/21/2020
Sheep Fire ,2020-08-22T22:02:57Z,Plumas,Wildfire,8/22/2020
W-5 Cold Springs,2020-08-23T08:24:24Z,Lassen,Wildfire,8/23/2020
Placer Fire,2020-08-25T16:29:58Z,San Luis Obispo,Wildfire,8/25/2020
R-8 Pinecone Fire ,2020-08-26T08:03:48Z,Lassen,Wildfire,8/26/2020
Perry Fire,2020-08-26T13:37:15Z,Placer,Wildfire,8/26/2020
Johnson Fire ,2020-08-28T16:21:25Z,Los Angeles,Wildfire,8/28/2020
Hensley Fire ,2020-08-30T11:11:55Z,Madera,Wildfire,8/30/2020
Hobo Fire ,2020-09-01T09:37:58Z,Trinity,Wildfire,9/1/2020
Slink Fire,2020-09-01T12:38:11Z,Mono,Wildfire,9/1/2020
Catholic Fire,2020-09-01T17:34:38Z,Lake,Wildfire,9/1/2020
Creek Fire,2020-09-04T18:21:00Z,"Fresno, Madera",Wildfire,9/4/2020
El Dorado Fire,2020-09-05T12:51:00Z,"San Bernardino, Riverside",Wildfire,9/5/2020
Valley Fire,2020-09-05T16:02:32Z,San Diego,Wildfire,9/5/2020
Oak Fire,2020-09-07T13:26:45Z,Mendocino,Wildfire,9/7/2020
Fork Fire,2020-09-08T13:03:25Z,El Dorado,Wildfire,9/8/2020
Sperry Fire,2020-09-08T22:27:00Z,Stanislaus,Wildfire,9/8/2020
Willow Fire,2020-09-09T06:04:43Z,Yuba,Wildfire,9/9/2020
Schoolhouse Fire,2020-09-09T15:59:31Z,Siskiyou,Wildfire,9/9/2020
Shackleford Fire,2020-09-11T10:05:44Z,Siskiyou,Wildfire,9/11/2020
Bullfrog Fire,2020-09-12T13:57:57Z,Fresno,Wildfire,9/12/2020
Fox Fire,2020-09-16T11:08:31Z,Siskiyou,Wildfire,9/16/2020
San Antonio Fire ,2020-09-16T16:00:33Z,Santa Barbara,Wildfire,9/16/2020
Snow Fire ,2020-09-17T16:11:01Z,Riverside,Wildfire,9/17/2020
Glass Fire,2020-09-27T03:48:00Z,"Napa, Sonoma",Wildfire,9/27/2020
Zogg Fire,2020-09-27T16:03:27Z,"Shasta, Tehama",Wildfire,9/27/2020
Martindale Fire ,2020-09-28T17:08:09Z,Los Angeles,Wildfire,9/28/2020
Candy Fire,2020-09-29T13:32:00Z,Riverside,Wildfire,9/29/2020
Copper Fire ,2020-09-30T13:09:00Z,Amador,Wildfire,9/30/2020
Pony Fire,2020-10-03T15:38:00Z,Sacramento,Wildfire,10/3/2020
Lambert Fire,2020-10-04T12:46:20Z,Amador,Wildfire,10/4/2020
Fields Fire ,2020-10-07T06:06:33Z,Yuba,Wildfire,10/7/2020
Irvine Fire,2020-10-11T18:04:00Z,Contra Costa,Wildfire,10/11/2020
Diamond Fire,2020-10-13T14:31:29Z,Calaveras,Wildfire,10/13/2020
Bruder Fire,2020-10-15T05:40:14Z,San Bernardino,Wildfire,10/15/2020
Cameron Fire,2020-10-18T20:42:24Z,El Dorado,Wildfire,10/18/2020
Ferry Fire,2020-10-22T14:43:49Z,Butte,Wildfire,10/22/2020
Redwood Fire,2020-10-23T13:52:08Z,Humboldt,Wildfire,10/23/2020
Pope Fire,2020-10-23T17:25:43Z,Napa,Wildfire,10/23/2020
Point Fire (Shasta and Tehama County),2020-10-25T09:56:31Z,"Shasta, Tehama",Wildfire,10/25/2020
Dersch Fire,2020-10-25T12:54:39Z,Shasta,Wildfire,10/25/2020
Olinda Fire,2020-10-25T14:22:27Z,Shasta,Wildfire,10/25/2020
Silverado Fire ,2020-10-26T07:54:50Z,Orange,Wildfire,10/26/2020
Point Fire (Placer County),2020-10-26T08:21:48Z,Placer,Wildfire,10/26/2020
Blue Ridge Fire ,2020-10-26T14:32:41Z,Orange,Wildfire,10/26/2020
Cypress Fire,2020-11-01T17:05:47Z,"Riverside, San Bernardino",Wildfire,11/1/2020
San Dimas Fire,2020-11-06T07:28:52Z,Los Angeles,Wildfire,11/6/2020
257 Fire,2020-11-17T12:47:00Z,,Wildfire,11/17/2020
Airport Fire,2020-12-01T17:27:18Z,Riverside,Wildfire,12/1/2020
Bond Fire,2020-12-02T22:14:00Z,Orange,Wildfire,12/2/2020
Willow Fire,2020-12-02T09:00:51Z,San Diego,,12/2/2020
Cerritos Fire,2020-12-03T02:06:22Z,Riverside,Wildfire,12/3/2020
Thomas Fire,2020-12-03T13:32:00Z,Lassen,Wildfire,12/3/2020
Cornell Fire,2020-12-07T11:44:00Z,Ventura,,12/7/2020
Sanderson Fire,2020-12-13T01:00:00Z,Riverside,Wildfire,12/13/2020
Erbes Fire,2021-01-14T16:00:00Z,Ventura,Wildfire,1/14/2021
North Butano Fire,2021-01-18T21:00:00Z,San Mateo,Wildfire,1/18/2021
China Grade Fire,2021-01-18T21:00:00Z,,,1/18/2021
Manzanita Fire,2021-01-19T12:08:00Z,Madera,Wildfire,1/19/2021
Bonny Doone Complex (Previously Fanning Fire),2021-01-19T06:48:00Z,Santa Cruz,Wildfire,1/19/2021
Wolf Fire,2021-01-19T11:47:00Z,,,1/19/2021
72 Fire,2021-01-19T14:48:24Z,Riverside,Wildfire,1/19/2021
Towsley Fire,2021-01-19T15:04:08Z,,,1/19/2021
Panther Ridge Fire,2021-01-19T15:25:39Z,,Wildfire,1/19/2021
Freedom Fire,2021-01-19T19:13:18Z,,Wildfire,1/19/2021
